start,IATA,PNRs
5/2/19,ATL,5732
5/2/19,BOS,7283
5/2/19,SAN,1958
5/2/19,CPH,2303
5/2/19,SYD,2314
5/2/19,MIL,2142
5/2/19,SHA,3120
5/2/19,EWR,6392
5/2/19,IND,1980
5/9/19,MCO,2113
5/9/19,MSP,3858
5/9/19,SJC,4429
5/9/19,WAS,6459
5/9/19,STL,2472
5/9/19,SAN,2244
5/9/19,ATL,6669
5/9/19,LAS,1546
5/9/19,NYC,14323
5/9/19,MIL,2565
5/9/19,AMS,2888
5/9/19,RDU,2626
5/9/19,CMH,2039
5/9/19,SYD,2608
5/9/19,PIT,1860
5/9/19,MIA,1973
5/9/19,PEK,1491
5/9/19,DTW,3568
5/9/19,PAR,12659
5/9/19,BNA,2295
5/9/19,BOS,6815
5/9/19,SNA,2142
5/9/19,LAX,3631
5/9/19,PHL,5118
5/9/19,SFO,5628
5/9/19,STO,2562
5/9/19,CLE,1823
5/9/19,YYZ,4456
5/9/19,PHX,3818
5/9/19,FRA,2950
5/9/19,CHI,10776
5/9/19,DEN,3521
5/9/19,SEA,5202
5/9/19,MUC,3450
5/9/19,EWR,6661
5/9/19,SAT,2315
5/9/19,AUS,3288
5/9/19,CLT,3986
5/9/19,SHA,3894
5/9/19,HOU,5352
5/9/19,YUL,2057
5/9/19,MAD,1602
5/9/19,TLS,2292
5/9/19,IND,2285
5/9/19,PDX,2477
5/9/19,MEX,2537
5/9/19,SIN,2197
5/9/19,DFW,8311
5/9/19,LON,12547
5/9/19,CPH,2002
5/16/19,IND,2143
5/16/19,PHX,3198
5/16/19,LAS,1807
5/16/19,STO,2442
5/16/19,DFW,8059
5/16/19,CHI,10890
5/16/19,PAR,11997
5/16/19,CLE,1895
5/16/19,NYC,13207
5/16/19,SAN,2372
5/16/19,FRA,2972
5/16/19,WAS,6507
5/16/19,SFO,5642
5/16/19,RDU,2475
5/16/19,CLT,4170
5/16/19,SYD,2591
5/16/19,SIN,2013
5/16/19,DEN,3267
5/16/19,MCO,1959
5/16/19,ATL,6208
5/16/19,SJC,4720
5/16/19,PDX,2917
5/16/19,YUL,1703
5/16/19,BNA,2218
5/16/19,SHA,3914
5/16/19,CPH,2110
5/16/19,LON,13145
5/16/19,LAX,3870
5/16/19,MAD,2416
5/16/19,AUS,3308
5/16/19,SEA,4616
5/16/19,EWR,6885
5/16/19,MIA,1829
5/16/19,BOS,6436
5/16/19,SNA,2178
5/16/19,CMH,2080
5/16/19,PEK,1623
5/16/19,MSP,3628
5/16/19,MEX,2595
5/16/19,PHL,4417
5/16/19,SAT,2245
5/16/19,AMS,2920
5/16/19,YYZ,3515
5/16/19,STL,2381
5/16/19,MIL,2571
5/16/19,TLS,2442
5/16/19,MUC,3715
5/16/19,HOU,5333
5/16/19,PIT,2224
5/16/19,DTW,3752
5/23/19,YUL,1778
5/23/19,MCO,983
5/23/19,SAT,1666
5/23/19,MIA,1255
5/23/19,PEK,1505
5/23/19,CMH,1347
5/23/19,AMS,1931
5/23/19,LAX,2580
5/23/19,CLT,2709
5/23/19,SIN,1922
5/23/19,BNA,1598
5/23/19,ATL,4014
5/23/19,LON,6748
5/23/19,MUC,2565
5/23/19,SYD,2134
5/23/19,PAR,6152
5/23/19,MAD,2313
5/23/19,MIL,2232
5/23/19,MSP,2303
5/23/19,CHI,6897
5/23/19,WAS,4466
5/23/19,SAN,1171
5/23/19,STL,1650
5/23/19,SEA,3345
5/23/19,RDU,1742
5/23/19,PHX,2005
5/23/19,NYC,9088
5/23/19,DTW,2511
5/23/19,EWR,4517
5/23/19,BOS,4808
5/23/19,LAS,817
5/23/19,SJC,3016
5/23/19,PDX,1568
5/23/19,CLE,1292
5/23/19,HOU,3418
5/23/19,TLS,1240
5/23/19,SNA,1323
5/23/19,CPH,1730
5/23/19,SFO,4304
5/23/19,PIT,1380
5/23/19,DEN,2329
5/23/19,IND,1450
5/23/19,FRA,2239
5/23/19,STO,1765
5/23/19,PHL,3210
5/23/19,SHA,3259
5/23/19,MEX,2213
5/23/19,AUS,2021
5/23/19,DFW,5273
5/23/19,YYZ,4085
5/30/19,SAT,2194
5/30/19,CLT,3876
5/30/19,PHX,3323
5/30/19,DTW,3597
5/30/19,PHL,4294
5/30/19,AMS,2384
5/30/19,WAS,6945
5/30/19,SNA,1959
5/30/19,YYZ,4584
5/30/19,PDX,2324
5/30/19,RDU,2308
5/30/19,SEA,4628
5/30/19,YUL,1879
5/30/19,DEN,3149
5/30/19,EWR,6424
5/30/19,SJC,4417
5/30/19,SHA,3041
5/30/19,CLE,1624
5/30/19,ATL,5987
5/30/19,MAD,3323
5/30/19,CMH,1858
5/30/19,STL,2168
5/30/19,CPH,1488
5/30/19,BNA,2157
5/30/19,MIL,2204
5/30/19,CHI,10265
5/30/19,STO,1716
5/30/19,BOS,6613
5/30/19,MIA,1508
5/30/19,TLS,2128
5/30/19,LON,11321
5/30/19,NYC,13776
5/30/19,SAN,2332
5/30/19,MCO,1548
5/30/19,PAR,9806
5/30/19,MUC,2743
5/30/19,DFW,7296
5/30/19,HOU,4664
5/30/19,LAS,2576
5/30/19,AUS,2565
5/30/19,LAX,3778
5/30/19,PEK,1141
5/30/19,MEX,2390
5/30/19,PIT,1924
5/30/19,MSP,3666
5/30/19,FRA,2630
5/30/19,SYD,2251
5/30/19,SFO,5432
5/30/19,SIN,1357
5/30/19,IND,1873
6/6/19,STL,2312
6/6/19,AUS,2813
6/6/19,PDX,2201
6/6/19,SEA,4606
6/6/19,DFW,7872
6/6/19,PHX,3061
6/6/19,BNA,2630
6/6/19,YUL,2182
6/6/19,SAT,1987
6/6/19,CLT,3614
6/6/19,MSP,3501
6/6/19,STO,2074
6/6/19,MAD,3591
6/6/19,WAS,6858
6/6/19,MCO,1952
6/6/19,IND,2047
6/6/19,SYD,1787
6/6/19,SIN,1956
6/6/19,SJC,4741
6/6/19,SNA,2341
6/6/19,CPH,2002
6/6/19,FRA,2507
6/6/19,TLS,1909
6/6/19,EWR,6787
6/6/19,CMH,1777
6/6/19,DEN,3868
6/6/19,DTW,3526
6/6/19,NYC,13459
6/6/19,YYZ,4728
6/6/19,CLE,1982
6/6/19,SFO,5449
6/6/19,PIT,1963
6/6/19,CHI,10252
6/6/19,RDU,2136
6/6/19,LAX,4192
6/6/19,AMS,2551
6/6/19,LON,12493
6/6/19,LAS,1312
6/6/19,MEX,2695
6/6/19,PHL,4665
6/6/19,MUC,2607
6/6/19,SHA,3471
6/6/19,PAR,9188
6/6/19,PEK,1229
6/6/19,SAN,5118
6/6/19,BOS,7051
6/6/19,MIL,1920
6/6/19,ATL,6600
6/6/19,MIA,1473
6/6/19,HOU,4944
6/13/19,HOU,4861
6/13/19,PAR,11633
6/13/19,ATL,6008
6/13/19,MEX,2394
6/13/19,NYC,14130
6/13/19,STL,2352
6/13/19,TLS,2191
6/13/19,RDU,2308
6/13/19,SAN,2105
6/13/19,IND,1833
6/13/19,SIN,1886
6/13/19,CLT,3846
6/13/19,CHI,12340
6/13/19,STO,2188
6/13/19,BOS,7346
6/13/19,PHX,3273
6/13/19,BNA,2655
6/13/19,CLE,1709
6/13/19,YUL,2048
6/13/19,MIA,1511
6/13/19,MCO,2109
6/13/19,CMH,1792
6/13/19,PIT,2245
6/13/19,SNA,1994
6/13/19,DFW,8013
6/13/19,MAD,4264
6/13/19,MSP,3690
6/13/19,YYZ,4760
6/13/19,PHL,4555
6/13/19,SJC,4355
6/13/19,SHA,3686
6/13/19,CPH,2224
6/13/19,DEN,3459
6/13/19,LAX,3850
6/13/19,PEK,1696
6/13/19,PDX,1982
6/13/19,MIL,2505
6/13/19,WAS,7536
6/13/19,SAT,2627
6/13/19,SYD,2083
6/13/19,SEA,4648
6/13/19,LON,12546
6/13/19,AUS,2825
6/13/19,SFO,4859
6/13/19,FRA,2544
6/13/19,MUC,2160
6/13/19,AMS,3123
6/13/19,DTW,3456
6/13/19,EWR,6934
6/13/19,LAS,1524
6/20/19,ATL,6313
6/20/19,PAR,11965
6/20/19,CLE,1993
6/20/19,SIN,1901
6/20/19,TLS,2560
6/20/19,BNA,2514
6/20/19,DEN,3650
6/20/19,SEA,4428
6/20/19,SAN,2190
6/20/19,BOS,6721
6/20/19,CPH,2102
6/20/19,HOU,5199
6/20/19,PIT,2107
6/20/19,MCO,1774
6/20/19,SJC,4170
6/20/19,YYZ,3964
6/20/19,IND,1909
6/20/19,CHI,10443
6/20/19,SNA,2082
6/20/19,MAD,3647
6/20/19,PEK,1915
6/20/19,RDU,2236
6/20/19,AMS,2986
6/20/19,SAT,2460
6/20/19,LAS,1644
6/20/19,DFW,8027
6/20/19,DTW,3602
6/20/19,PHL,4329
6/20/19,MSP,3787
6/20/19,STL,2394
6/20/19,MIA,1532
6/20/19,PDX,2266
6/20/19,EWR,6545
6/20/19,MIL,2338
6/20/19,YUL,1577
6/20/19,CLT,3989
6/20/19,PHX,3203
6/20/19,AUS,3082
6/20/19,SFO,5204
6/20/19,MEX,2384
6/20/19,CMH,2009
6/20/19,NYC,14242
6/20/19,WAS,6441
6/20/19,LON,12389
6/20/19,FRA,2813
6/20/19,SHA,3652
6/20/19,LAX,3556
6/20/19,STO,1693
6/20/19,MUC,3246
6/20/19,SYD,2132
6/27/19,SEA,1402
6/27/19,DFW,2286
6/27/19,ATL,1755
6/27/19,PAR,10060
6/27/19,CHI,2837
6/27/19,PIT,758
6/27/19,DEN,1114
6/27/19,DTW,1055
6/27/19,LAS,590
6/27/19,SHA,2690
6/27/19,LON,9734
6/27/19,LAX,1239
6/27/19,MCO,552
6/27/19,CPH,1415
6/27/19,MUC,3456
6/27/19,TLS,1971
6/27/19,PDX,723
6/27/19,PEK,1833
6/27/19,STO,1030
6/27/19,RDU,603
6/27/19,FRA,2342
6/27/19,BOS,1833
6/27/19,PHL,1377
6/27/19,BNA,898
6/27/19,MSP,981
6/27/19,IND,621
6/27/19,MIA,570
6/27/19,WAS,1856
6/27/19,SAT,576
6/27/19,CLE,680
6/27/19,CLT,939
6/27/19,NYC,3816
6/27/19,MEX,2125
6/27/19,STL,679
6/27/19,YUL,954
6/27/19,YYZ,1423
6/27/19,SAN,635
6/27/19,AMS,2242
6/27/19,MIL,2047
6/27/19,SFO,1489
6/27/19,CMH,631
6/27/19,EWR,1835
6/27/19,AUS,857
6/27/19,PHX,884
6/27/19,HOU,1615
6/27/19,SJC,942
6/27/19,SYD,1535
6/27/19,SIN,1464
6/27/19,SNA,661
6/27/19,MAD,3493
7/4/19,ATL,4941
7/4/19,MCO,1242
7/4/19,LAS,1035
7/4/19,YUL,1756
7/4/19,FRA,2126
7/4/19,PDX,1933
7/4/19,STO,552
7/4/19,IND,1695
7/4/19,LON,11680
7/4/19,SIN,1722
7/4/19,MUC,3324
7/4/19,STL,1909
7/4/19,SHA,2799
7/4/19,MIL,2148
7/4/19,DFW,6622
7/4/19,EWR,5439
7/4/19,SNA,1845
7/4/19,DEN,2948
7/4/19,CLE,1624
7/4/19,PAR,9012
7/4/19,CHI,8023
7/4/19,PEK,1851
7/4/19,YYZ,3164
7/4/19,BOS,5460
7/4/19,CPH,910
7/4/19,PHX,2674
7/4/19,PHL,3439
7/4/19,BNA,1980
7/4/19,AUS,2278
7/4/19,CMH,1687
7/4/19,LAX,3686
7/4/19,MEX,2403
7/4/19,MSP,3251
7/4/19,SAT,1910
7/4/19,WAS,4960
7/4/19,SYD,1469
7/4/19,SAN,1759
7/4/19,NYC,10444
7/4/19,MAD,3389
7/4/19,CLT,3433
7/4/19,AMS,2053
7/4/19,PIT,1805
7/4/19,RDU,1949
7/4/19,SFO,4151
7/4/19,DTW,2680
7/4/19,HOU,4071
7/4/19,SJC,3498
7/4/19,SEA,3599
7/4/19,TLS,1797
7/4/19,MIA,1270
7/11/19,MSP,3854
7/11/19,CLT,3975
7/11/19,LAS,2756
7/11/19,WAS,5874
7/11/19,PAR,6580
7/11/19,ATL,5745
7/11/19,SFO,4887
7/11/19,MEX,2470
7/11/19,RDU,2310
7/11/19,MIA,1441
7/11/19,SIN,1852
7/11/19,FRA,2171
7/11/19,PDX,2541
7/11/19,MIL,2284
7/11/19,PIT,2016
7/11/19,CHI,10298
7/11/19,MUC,3110
7/11/19,DTW,3476
7/11/19,DFW,7818
7/11/19,IND,1898
7/11/19,PHL,4513
7/11/19,EWR,6406
7/11/19,CMH,1990
7/11/19,PHX,2744
7/11/19,YUL,1706
7/11/19,TLS,1348
7/11/19,SJC,3963
7/11/19,NYC,13455
7/11/19,BNA,2151
7/11/19,DEN,3406
7/11/19,LON,11028
7/11/19,SEA,3719
7/11/19,SAT,2315
7/11/19,HOU,4882
7/11/19,AMS,1915
7/11/19,SHA,3051
7/11/19,SNA,1940
7/11/19,MCO,1687
7/11/19,STO,257
7/11/19,PEK,1953
7/11/19,CPH,566
7/11/19,STL,2425
7/11/19,LAX,3438
7/11/19,YYZ,3610
7/11/19,SAN,1788
7/11/19,SYD,1424
7/11/19,CLE,1836
7/11/19,AUS,2838
7/11/19,BOS,6576
7/11/19,MAD,3120
7/18/19,LAX,3492
7/18/19,HOU,4673
7/18/19,YUL,1461
7/18/19,MUC,2854
7/18/19,LON,9964
7/18/19,DFW,7124
7/18/19,BOS,6497
7/18/19,NYC,12553
7/18/19,FRA,1963
7/18/19,LAS,1424
7/18/19,EWR,6381
7/18/19,MIL,1960
7/18/19,AUS,2737
7/18/19,SJC,3895
7/18/19,STO,197
7/18/19,CMH,1776
7/18/19,RDU,2305
7/18/19,YYZ,3533
7/18/19,PDX,2172
7/18/19,SAN,2062
7/18/19,PAR,4686
7/18/19,SFO,5129
7/18/19,WAS,6033
7/18/19,SAT,2282
7/18/19,CPH,397
7/18/19,MSP,3938
7/18/19,PHL,4394
7/18/19,CLE,1832
7/18/19,DEN,3773
7/18/19,MEX,2334
7/18/19,BNA,2186
7/18/19,PIT,1979
7/18/19,CHI,10277
7/18/19,MCO,1571
7/18/19,PHX,2699
7/18/19,IND,1928
7/18/19,SEA,4839
7/18/19,MIA,1471
7/18/19,STL,2104
7/18/19,SIN,1722
7/18/19,CLT,3749
7/18/19,SHA,3307
7/18/19,PEK,2018
7/18/19,AMS,1427
7/18/19,SYD,2097
7/18/19,ATL,5848
7/18/19,MAD,2430
7/18/19,TLS,1054
7/18/19,SNA,2057
7/18/19,DTW,3825
7/25/19,SAT,2040
7/25/19,MIL,1400
7/25/19,MIA,1279
7/25/19,BNA,1901
7/25/19,MUC,2106
7/25/19,MCO,1441
7/25/19,YYZ,3027
7/25/19,AMS,1059
7/25/19,TLS,563
7/25/19,IND,1738
7/25/19,CPH,496
7/25/19,STL,2284
7/25/19,MEX,2058
7/25/19,DTW,3370
7/25/19,SNA,1650
7/25/19,CLE,1617
7/25/19,STO,194
7/25/19,PDX,1960
7/25/19,NYC,11777
7/25/19,SHA,2856
7/25/19,SFO,4676
7/25/19,PHX,2553
7/25/19,DEN,3220
7/25/19,EWR,5730
7/25/19,MSP,3346
7/25/19,CMH,1611
7/25/19,ATL,5435
7/25/19,PHL,3903
7/25/19,CHI,9757
7/25/19,DFW,7131
7/25/19,SEA,3991
7/25/19,CLT,3647
7/25/19,LAX,3236
7/25/19,SAN,1802
7/25/19,PAR,2577
7/25/19,SYD,2329
7/25/19,MAD,1366
7/25/19,PEK,1857
7/25/19,SIN,1660
7/25/19,RDU,2122
7/25/19,FRA,1681
7/25/19,WAS,5406
7/25/19,PIT,1848
7/25/19,BOS,6295
7/25/19,YUL,1195
7/25/19,AUS,2299
7/25/19,SJC,3625
7/25/19,LAS,1423
7/25/19,HOU,4196
7/25/19,LON,8380
8/1/19,RDU,2194
8/1/19,SJC,3638
8/1/19,SEA,4277
8/1/19,MUC,1552
8/1/19,SNA,1905
8/1/19,DEN,3310
8/1/19,MSP,3357
8/1/19,PEK,1805
8/1/19,WAS,5315
8/1/19,NYC,10621
8/1/19,AMS,927
8/1/19,PHX,2641
8/1/19,MCO,1606
8/1/19,LAX,3139
8/1/19,CLT,3580
8/1/19,BNA,2487
8/1/19,HOU,4134
8/1/19,MAD,583
8/1/19,BOS,5806
8/1/19,FRA,1592
8/1/19,IND,1884
8/1/19,PAR,1485
8/1/19,DTW,3462
8/1/19,CMH,1862
8/1/19,MEX,2345
8/1/19,MIA,1331
8/1/19,MIL,539
8/1/19,ATL,5531
8/1/19,PHL,4047
8/1/19,STL,2331
8/1/19,CHI,9247
8/1/19,LAS,2735
8/1/19,PIT,2190
8/1/19,SFO,4336
8/1/19,EWR,5532
8/1/19,LON,6788
8/1/19,CPH,871
8/1/19,PDX,1965
8/1/19,SYD,2521
8/1/19,DFW,6739
8/1/19,SIN,1362
8/1/19,CLE,1615
8/1/19,YYZ,2223
8/1/19,SAN,1857
8/1/19,SHA,2750
8/1/19,YUL,1211
8/1/19,TLS,338
8/1/19,SAT,2054
8/1/19,STO,496
8/1/19,AUS,2491
8/8/19,WAS,5513
8/8/19,MSP,3439
8/8/19,PAR,886
8/8/19,SEA,4177
8/8/19,PDX,2170
8/8/19,DTW,3716
8/8/19,SJC,4261
8/8/19,TLS,209
8/8/19,MUC,999
8/8/19,STO,1042
8/8/19,PIT,1884
8/8/19,FRA,1600
8/8/19,CPH,1326
8/8/19,SHA,3037
8/8/19,CMH,1867
8/8/19,MEX,2427
8/8/19,BNA,2424
8/8/19,SAT,2068
8/8/19,MCO,1781
8/8/19,PHL,3658
8/8/19,IND,1871
8/8/19,RDU,2283
8/8/19,BOS,5733
8/8/19,PHX,3138
8/8/19,MAD,337
8/8/19,LAS,1455
8/8/19,SNA,1816
8/8/19,AMS,1023
8/8/19,PEK,1915
8/8/19,STL,2307
8/8/19,SIN,1361
8/8/19,ATL,6081
8/8/19,YYZ,3456
8/8/19,LON,6562
8/8/19,DFW,7672
8/8/19,SYD,2051
8/8/19,CLE,1711
8/8/19,SAN,2035
8/8/19,MIL,182
8/8/19,YUL,1286
8/8/19,NYC,10781
8/8/19,MIA,1347
8/8/19,HOU,4674
8/8/19,EWR,5616
8/8/19,LAX,3253
8/8/19,CLT,3611
8/8/19,DEN,3763
8/8/19,CHI,9580
8/8/19,SFO,5220
8/8/19,AUS,2524
8/15/19,SFO,5021
8/15/19,CMH,2066
8/15/19,DEN,3883
8/15/19,HOU,4791
8/15/19,SJC,4262
8/15/19,BOS,5946
8/15/19,ATL,6397
8/15/19,MIA,1573
8/15/19,CHI,10577
8/15/19,SAT,2291
8/15/19,PAR,1743
8/15/19,STL,2435
8/15/19,TLS,453
8/15/19,MAD,506
8/15/19,LAS,1321
8/15/19,PDX,2274
8/15/19,SNA,2142
8/15/19,WAS,5175
8/15/19,AUS,2988
8/15/19,IND,2178
8/15/19,EWR,5984
8/15/19,DFW,7962
8/15/19,MEX,2449
8/15/19,SIN,2186
8/15/19,CLE,1821
8/15/19,CLT,3806
8/15/19,BNA,2338
8/15/19,RDU,2445
8/15/19,PHX,3086
8/15/19,LAX,3403
8/15/19,MUC,1303
8/15/19,FRA,1703
8/15/19,PIT,2138
8/15/19,MSP,3589
8/15/19,SEA,4335
8/15/19,AMS,1315
8/15/19,YUL,1473
8/15/19,YYZ,3485
8/15/19,SHA,2946
8/15/19,CPH,1822
8/15/19,MIL,246
8/15/19,SAN,2336
8/15/19,LON,6865
8/15/19,SYD,2134
8/15/19,STO,1766
8/15/19,PHL,4041
8/15/19,MCO,1896
8/15/19,NYC,10345
8/15/19,DTW,3693
8/15/19,PEK,1946
8/22/19,PHX,2849
8/22/19,MCO,1736
8/22/19,SYD,1802
8/22/19,CLT,3604
8/22/19,SIN,1937
8/22/19,MIL,756
8/22/19,WAS,5230
8/22/19,DEN,3511
8/22/19,SFO,6359
8/22/19,PHL,3806
8/22/19,SAT,2063
8/22/19,EWR,5326
8/22/19,PEK,2252
8/22/19,PIT,1981
8/22/19,HOU,4875
8/22/19,SEA,4084
8/22/19,SJC,3848
8/22/19,AMS,1842
8/22/19,YUL,1659
8/22/19,CLE,1643
8/22/19,DTW,3399
8/22/19,STO,2293
8/22/19,CPH,2124
8/22/19,YYZ,2938
8/22/19,MUC,1797
8/22/19,LAS,1897
8/22/19,DFW,7299
8/22/19,IND,1916
8/22/19,CMH,1825
8/22/19,AUS,2505
8/22/19,MSP,3439
8/22/19,MIA,1536
8/22/19,PAR,4017
8/22/19,STL,2280
8/22/19,NYC,10043
8/22/19,CHI,9091
8/22/19,SHA,3270
8/22/19,BOS,5340
8/22/19,TLS,826
8/22/19,SAN,2055
8/22/19,BNA,2433
8/22/19,LON,5997
8/22/19,SNA,2143
8/22/19,LAX,3559
8/22/19,FRA,1917
8/22/19,MEX,2693
8/22/19,PDX,2218
8/22/19,RDU,2329
8/22/19,ATL,6204
8/22/19,MAD,1003
8/29/19,IND,1207
8/29/19,ATL,3626
8/29/19,CMH,1177
8/29/19,MUC,2462
8/29/19,FRA,2213
8/29/19,PEK,2111
8/29/19,AUS,1948
8/29/19,SHA,3225
8/29/19,CLT,2118
8/29/19,PAR,7282
8/29/19,SAT,1441
8/29/19,DEN,2158
8/29/19,LON,9841
8/29/19,MIA,953
8/29/19,TLS,1625
8/29/19,YUL,1326
8/29/19,MAD,2293
8/29/19,SFO,3307
8/29/19,STO,2218
8/29/19,LAX,2188
8/29/19,LAS,909
8/29/19,PHX,1689
8/29/19,PIT,1305
8/29/19,YYZ,2243
8/29/19,CLE,1031
8/29/19,SAN,1170
8/29/19,BNA,1472
8/29/19,DTW,2243
8/29/19,PDX,1428
8/29/19,STL,1710
8/29/19,CHI,5703
8/29/19,SNA,1193
8/29/19,SJC,2699
8/29/19,CPH,1758
8/29/19,HOU,3089
8/29/19,WAS,3848
8/29/19,MEX,2325
8/29/19,SIN,1515
8/29/19,BOS,4444
8/29/19,MCO,810
8/29/19,MIL,1699
8/29/19,AMS,2063
8/29/19,DFW,5202
8/29/19,RDU,1473
8/29/19,NYC,9464
8/29/19,EWR,4114
8/29/19,PHL,2933
8/29/19,SEA,2753
8/29/19,SYD,1797
8/29/19,MSP,2151
9/5/19,MEX,2958
9/5/19,LAS,1508
9/5/19,PEK,2203
9/5/19,BOS,7650
9/5/19,LON,13529
9/5/19,SAN,2163
9/5/19,MAD,3657
9/5/19,NYC,15508
9/5/19,WAS,7650
9/5/19,STO,2173
9/5/19,HOU,5182
9/5/19,YYZ,4635
9/5/19,SHA,3444
9/5/19,SIN,2060
9/5/19,SEA,5541
9/5/19,DFW,8177
9/5/19,LAX,4013
9/5/19,SNA,2562
9/5/19,SAT,2605
9/5/19,STL,2482
9/5/19,CHI,10359
9/5/19,PIT,2222
9/5/19,PDX,2417
9/5/19,MSP,3803
9/5/19,CLT,3729
9/5/19,BNA,2470
9/5/19,CMH,2222
9/5/19,ATL,6920
9/5/19,TLS,2214
9/5/19,EWR,7114
9/5/19,YUL,2087
9/5/19,AMS,2955
9/5/19,PAR,10428
9/5/19,CPH,2189
9/5/19,SFO,5727
9/5/19,IND,2280
9/5/19,RDU,2679
9/5/19,MCO,1582
